source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
Smooth muscle cells,Myeloid cells,BMP4,BMPR1B_BMPR2,1.3382734531339105e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
B/Plasma cells,Smooth muscle cells,BMP4,BMPR1B_BMPR2,1.6756951374137405e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Smooth muscle cells,BMP4,BMPR1B_BMPR2,3.6398731816472994e-5,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Smooth muscle cells,BMP4,BMPR1B_BMPR2,2.9283415616295025e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Smooth muscle cells,BMP4,BMPR1B_BMPR2,1.2091551237173905e-5,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Smooth muscle cells,BMP4,BMPR1B_BMPR2,9.40859036262664e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Erythrocytes,Smooth muscle cells,BMP4,BMPR1B_BMPR2,1.4820577527177598e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mast cells,Smooth muscle cells,BMP4,BMPR1B_BMPR2,1.2858512520199834e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Smooth muscle cells,BMP4,BMPR1B_BMPR2,1.935936742271201e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Smooth muscle cells,BMP4,BMPR1B_BMPR2,6.50112534812313e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Smooth muscle cells,BMP4,BMPR1B_BMPR2,1.1258101194525308e-5,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
T/NK cells,Smooth muscle cells,BMP4,BMPR1B_BMPR2,2.1802117252481138e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,T/NK cells,BMP4,BMPR1B_BMPR2,1.0558720322050598e-6,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,T/NK cells,BMP4,BMPR1B_BMPR2,8.494393746208808e-8,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,T/NK cells,BMP4,BMPR1B_BMPR2,3.507495796967938e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,T/NK cells,BMP4,BMPR1B_BMPR2,2.729222134910897e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,T/NK cells,BMP4,BMPR1B_BMPR2,3.2657239421760567e-7,0,BMP4_BMPR1B_BMPR2,BMP4 - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,B/Plasma cells,GDF5,BMPR1B_ACVR2A,7.384835525714945e-8,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Endothelial cells,GDF5,BMPR1B_ACVR2A,6.193498065864063e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Endothelial cells,GDF5,BMPR1B_ACVR2A,5.095980527488845e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Endothelial cells,GDF5,BMPR1B_ACVR2A,4.042874871699957e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Endothelial cells,GDF5,BMPR1B_ACVR2A,4.813328654263953e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Endothelial cells,GDF5,BMPR1B_ACVR2A,2.380600368777431e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Endothelial cells,GDF5,BMPR1B_ACVR2A,1.6061153651323105e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Endothelial cells,GDF5,BMPR1B_ACVR2A,3.8501714486766503e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,EnEpi cells,GDF5,BMPR1B_ACVR2A,3.093574177870125e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,EnEpi cells,GDF5,BMPR1B_ACVR2A,2.545377868391213e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,EnEpi cells,GDF5,BMPR1B_ACVR2A,2.019364839417295e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,EnEpi cells,GDF5,BMPR1B_ACVR2A,2.404196922689576e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,EnEpi cells,GDF5,BMPR1B_ACVR2A,1.1890796485856911e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,EnEpi cells,GDF5,BMPR1B_ACVR2A,8.022341860116114e-8,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,EnEpi cells,GDF5,BMPR1B_ACVR2A,1.9231118653495906e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,EnS cells,GDF5,BMPR1B_ACVR2A,5.148107999527694e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,EnS cells,GDF5,BMPR1B_ACVR2A,4.235838552880461e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,EnS cells,GDF5,BMPR1B_ACVR2A,3.360484810736951e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,EnS cells,GDF5,BMPR1B_ACVR2A,4.000895038613136e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,EnS cells,GDF5,BMPR1B_ACVR2A,1.978782799828407e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,EnS cells,GDF5,BMPR1B_ACVR2A,1.335021818470143e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,EnS cells,GDF5,BMPR1B_ACVR2A,3.200307460624229e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Epithelial cells,GDF5,BMPR1B_ACVR2A,6.281791593143945e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Epithelial cells,GDF5,BMPR1B_ACVR2A,5.168628152566647e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Epithelial cells,GDF5,BMPR1B_ACVR2A,4.100509622519967e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Epithelial cells,GDF5,BMPR1B_ACVR2A,4.881946742765896e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Epithelial cells,GDF5,BMPR1B_ACVR2A,2.414538035475853e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Epithelial cells,GDF5,BMPR1B_ACVR2A,1.629012067817926e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Epithelial cells,GDF5,BMPR1B_ACVR2A,3.905059092606911e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Erythrocytes,GDF5,BMPR1B_ACVR2A,7.338919866624429e-8,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Mesenchymal cells,GDF5,BMPR1B_ACVR2A,3.0304686944523914e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Mesenchymal cells,GDF5,BMPR1B_ACVR2A,2.493454991396013e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Mesenchymal cells,GDF5,BMPR1B_ACVR2A,1.978172047375888e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Mesenchymal cells,GDF5,BMPR1B_ACVR2A,2.3551539736439097e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Mesenchymal cells,GDF5,BMPR1B_ACVR2A,1.1648237565910985e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Mesenchymal cells,GDF5,BMPR1B_ACVR2A,7.858695105443289e-8,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Mesenchymal cells,GDF5,BMPR1B_ACVR2A,1.8838825302805606e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Myeloid cells,GDF5,BMPR1B_ACVR2A,2.7689295279974013e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Myeloid cells,GDF5,BMPR1B_ACVR2A,2.278261807837404e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Myeloid cells,GDF5,BMPR1B_ACVR2A,1.807449428910932e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Myeloid cells,GDF5,BMPR1B_ACVR2A,2.151896627067208e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Myeloid cells,GDF5,BMPR1B_ACVR2A,1.0642956977160906e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Myeloid cells,GDF5,BMPR1B_ACVR2A,7.18046422967117e-8,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Myeloid cells,GDF5,BMPR1B_ACVR2A,1.721297392587267e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Smooth muscle cells,GDF5,BMPR1B_ACVR2A,5.370759414076865e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Smooth muscle cells,GDF5,BMPR1B_ACVR2A,4.419035050779311e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Smooth muscle cells,GDF5,BMPR1B_ACVR2A,3.5058229787355813e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Smooth muscle cells,GDF5,BMPR1B_ACVR2A,4.1739304362303814e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Smooth muscle cells,GDF5,BMPR1B_ACVR2A,2.0643634933380587e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Smooth muscle cells,GDF5,BMPR1B_ACVR2A,1.3927603854829905e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Smooth muscle cells,GDF5,BMPR1B_ACVR2A,3.3387180851516724e-7,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,T/NK cells,GDF5,BMPR1B_ACVR2A,9.74318411043992e-8,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,T/NK cells,GDF5,BMPR1B_ACVR2A,8.016644452372759e-8,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,T/NK cells,GDF5,BMPR1B_ACVR2A,7.57199654719353e-8,0,GDF5_BMPR1B_ACVR2A,GDF5 - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,B/Plasma cells,GDF5,BMPR1B_ACVR2B,2.8703715530456283e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Endothelial cells,GDF5,BMPR1B_ACVR2B,2.3070932570804583e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Endothelial cells,GDF5,BMPR1B_ACVR2B,1.8982658433680853e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Endothelial cells,GDF5,BMPR1B_ACVR2B,1.5059815378439793e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Endothelial cells,GDF5,BMPR1B_ACVR2B,1.7929769177569277e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Endothelial cells,GDF5,BMPR1B_ACVR2B,8.867803590389129e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Endothelial cells,GDF5,BMPR1B_ACVR2B,5.982826702594482e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Endothelial cells,GDF5,BMPR1B_ACVR2B,1.434199219441577e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,EnEpi cells,GDF5,BMPR1B_ACVR2B,1.1473554086376765e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,EnEpi cells,GDF5,BMPR1B_ACVR2B,9.440386200842837e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,EnEpi cells,GDF5,BMPR1B_ACVR2B,7.489491372363651e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,EnEpi cells,GDF5,BMPR1B_ACVR2B,8.916768456700689e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,EnEpi cells,GDF5,BMPR1B_ACVR2B,4.410101556353997e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,EnEpi cells,GDF5,BMPR1B_ACVR2B,2.975355529563445e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,EnEpi cells,GDF5,BMPR1B_ACVR2B,7.132505484221283e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,EnS cells,GDF5,BMPR1B_ACVR2B,1.5529851205178766e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,EnS cells,GDF5,BMPR1B_ACVR2B,1.277788963156345e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,EnS cells,GDF5,BMPR1B_ACVR2B,1.0137286509048676e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,EnS cells,GDF5,BMPR1B_ACVR2B,1.2069154028625498e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,EnS cells,GDF5,BMPR1B_ACVR2B,5.969226541900337e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,EnS cells,GDF5,BMPR1B_ACVR2B,4.027248032992777e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,EnS cells,GDF5,BMPR1B_ACVR2B,9.65409420562416e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Epithelial cells,GDF5,BMPR1B_ACVR2B,2.0039267752232315e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Epithelial cells,GDF5,BMPR1B_ACVR2B,1.6488218798744356e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Epithelial cells,GDF5,BMPR1B_ACVR2B,1.3080861951024717e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Epithelial cells,GDF5,BMPR1B_ACVR2B,1.5573685491427442e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Epithelial cells,GDF5,BMPR1B_ACVR2B,7.702519346615746e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Epithelial cells,GDF5,BMPR1B_ACVR2B,5.196646379622004e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Epithelial cells,GDF5,BMPR1B_ACVR2B,1.2457365348044058e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Mesenchymal cells,GDF5,BMPR1B_ACVR2B,1.143800415092185e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Mesenchymal cells,GDF5,BMPR1B_ACVR2B,9.411136050538162e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Mesenchymal cells,GDF5,BMPR1B_ACVR2B,7.46628596323673e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Mesenchymal cells,GDF5,BMPR1B_ACVR2B,8.889140574793808e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Mesenchymal cells,GDF5,BMPR1B_ACVR2B,4.3964374503207144e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Myeloid cells,Mesenchymal cells,GDF5,BMPR1B_ACVR2B,2.966136839132254e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Mesenchymal cells,GDF5,BMPR1B_ACVR2B,7.110406222447362e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Myeloid cells,GDF5,BMPR1B_ACVR2B,1.0147191073958263e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Myeloid cells,GDF5,BMPR1B_ACVR2B,8.349060772210329e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnS cells,Myeloid cells,GDF5,BMPR1B_ACVR2B,6.623692765245806e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Epithelial cells,Myeloid cells,GDF5,BMPR1B_ACVR2B,7.885974300322694e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Mesenchymal cells,Myeloid cells,GDF5,BMPR1B_ACVR2B,3.900285767260438e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Smooth muscle cells,Myeloid cells,GDF5,BMPR1B_ACVR2B,6.307975010651653e-7,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
Endothelial cells,Smooth muscle cells,GDF5,BMPR1B_ACVR2B,1.5269780284392925e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
EnEpi cells,Smooth muscle cells,GDF5,BMPR1B_ACVR2B,1.256390412275942e-6,0,GDF5_BMPR1B_ACVR2B,GDF5 - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
